,x,y
0,6.40131389016374,-0.8125935171826948
1,5.279638775103983,1.6877065212051303
2,5.088957902105273,-1.5249951610757577
3,4.118099234733627,-0.5199480655059094
4,4.073434529729859,-1.1155479844101386
5,5.143951867239306,-0.4160743478490444
6,3.9949170576678776,-0.18430209260828195
7,2.8408969844966374,-0.11869815106312256
8,5.070088178576572,-0.14418141285599426
9,4.804172465349824,-0.01014256947850207
10,4.820655344726768,0.3964282938411894
11,5.056816632635667,-0.17332183672766766
12,5.673577009837145,0.30120567371517976
13,4.9331913762653015,0.9455988020392705
14,5.795562864718177,0.2547330976819953
15,5.543545917850381,1.480959253084551
16,4.301721403350967,-1.304020090981318
17,4.412595788259061,-0.7043586980603256
18,5.788169774384018,0.8604264003615616
19,5.256075501121741,-0.18080310274761868
20,5.298279374283113,0.35485694662539113
21,3.6182676250880386,0.4329188281876838
22,4.680129847466995,-1.0689980025079464
23,4.412480343281835,0.27060133825217186
24,3.737541476923688,-0.10159640939346973
25,4.858083236393022,0.611342856829059
26,3.501825374975552,-0.34340527972475093
27,5.541690715456302,-0.8949800211981902
28,5.504931325577021,-0.6286875087919577
29,5.239461571570441,0.24999600863618954
30,4.63792065529939,0.019159952890142776
31,5.5906595075060785,0.10898561605578148
32,5.641066159207675,0.4686765589291908
33,4.700536940504736,0.895334186407085
34,5.956805680658036,-1.1944936109872788
35,4.59028454134078,0.793079789729985
36,4.12136535096369,-1.6600733573668862
37,4.563332874338751,-0.31735335410843635
38,5.111464233315019,-0.32154459012945286
39,4.0731159208841925,0.8551088333443154
40,4.4721520745644145,-0.09371040801486206
41,4.862628564454804,0.42695173842783724
42,5.843979149710577,-0.5199148432839321
43,6.099153696409797,-0.0020151051310342435
44,4.4883468273532605,-0.30717688986559505
45,3.6657403908569774,-0.14790044066992017
46,3.2614516028735316,0.16211410434712448
47,3.9580665266980404,-1.552982765026203
48,5.56403747358095,0.11749733781263434
49,5.369224611588708,0.7355700088650532
50,5.508588674158338,-1.1220929590758868
51,6.132025969573175,-0.27678561811013536
52,5.1975081144300015,-0.6542867044102273
53,6.0131357118141375,0.3573099611186536
54,4.59650315430301,1.074421703591128
55,5.800053603526688,-0.27057417217440866
56,5.012203121815336,-0.9421101796617487
57,5.287340897646245,-0.5665516884959242
58,5.428610827914491,0.26290609168028417
59,4.773045689696307,-0.7068693538148714
60,4.6897376661411165,0.04265820915701851
61,6.131817790818823,-0.43143803218097027
62,4.420399463646506,-0.18563806827848484
63,4.633329311206895,-0.7295523051766655
64,4.258772057434184,-0.8331287968032705
65,4.455114377336402,-0.307541867591719
66,5.481814614201557,0.5829642831570394
67,5.69309323559276,-0.07009458029004488
68,5.2229400756695314,1.8773857134457872
69,5.243967368404822,-0.18751188798415008
70,4.111794263205843,-0.10828176594819561
71,4.834829551468117,1.4935753257691986
72,4.6716565567914525,-1.4837445702275829
73,4.734057771642277,-0.22743643516568973
74,5.630939863920576,-0.41635209169101306
75,3.545690112829992,-1.2557283369151713
76,3.1432775196050304,0.5553293186480132
77,3.6368783477514257,0.07215072845991825
78,6.299976111578225,0.28746552868777314
79,5.694261728965401,-1.1991621251499633
80,5.914099826130969,0.10143117831393847
81,5.492231984480144,-0.43413497670783424
82,4.270141500652787,-1.0095813658411523
83,5.987617006362546,0.1377346068152571
84,5.84754199686124,1.1789694409384532
85,4.673912894862973,-0.7178718583655832
86,6.0088561861098935,1.0100819841754016
87,3.393563679804524,-0.3789218762963795
88,6.1735260690869795,-0.7454830854436323
89,3.9799098689473795,0.47829909987743424
90,5.172523379134191,0.23540412139473613
91,6.712763902580739,-1.1472025666342323
92,4.885052666694203,-0.8079249021112933
93,5.012737902126057,-0.10494930352096368
94,5.312846343673895,-0.6016221313315259
95,5.111056308082768,0.7994586813783005
