,x,y
0,2.5103409178941813,3.20462117166502
1,4.520436569194517,3.220142499840596
2,3.1094899714066697,5.176589523302068
3,2.4158044428103134,3.17394371561252
4,3.356095216407464,4.031696417861404
5,4.918053976319138,4.5692474445555415
6,4.358203796476392,2.187653302339587
7,2.701866183739647,3.4092276781708466
8,4.1466861588645,4.25031930578289
9,3.1176925679005727,3.5624342455678093
10,3.2282550600944453,3.4830545183051913
11,4.057823746075359,3.863814828141264
12,4.725365341939134,2.6643677322536807
13,3.808590376765073,1.9053472450308158
14,3.061686466629909,3.6262732136791462
15,2.428732703498051,3.7566316278495258
16,3.360432974513874,2.609250155796264
17,3.477432412168752,3.765811229106946
18,3.7064099929530587,4.2843146769763045
19,4.347810159702192,3.6646997242715247
20,3.2967232784928164,1.9709070751115145
21,3.8039814671716967,3.965093040430922
22,3.1169258381892337,3.858081199099291
23,4.484762141903086,4.042582577344782
24,3.627370770246737,3.6327785375947323
25,4.174287147148473,3.5637884356571177
26,3.8807922675062834,4.730034708469864
27,4.173588886892593,3.8837118357693665
28,3.269867676588163,3.558386573383198
29,4.260323392612346,2.1596945124161784
30,3.417918008396362,3.0308007543478035
31,3.4342024698582096,3.227159657416047
32,2.3115692883741543,2.2618373925070876
33,4.920880542556845,3.6231026444362047
34,3.7590532967360883,3.7854901053882823
35,3.358959586170225,2.881514670826548
36,2.648253372431213,3.6590043333263416
37,1.706221783346946,3.3078051099878834
38,3.687052240453192,4.018078115935842
39,3.664780996434752,4.172008729623582
40,4.120126709807872,3.92934659108838
41,4.004670196798009,3.1411037821573546
42,1.611856022863888,3.004731348419144
43,3.8227595354605546,3.3881685236279506
44,3.44162169237328,3.0672876567511924
45,3.1222212100815057,3.1214862600126985
46,2.3008284033088255,2.963947291776929
47,3.1477699135703983,2.7047875424414363
48,2.4516375546093396,3.917077499701283
49,4.070613335853008,3.3620312275071083
50,3.527109665197774,3.5136735778510464
51,2.556456926434718,3.57663489489578
52,3.254301151228309,3.8165193627124476
53,4.184739238507027,3.0358557448741954
54,3.5737796582870875,3.431743094912664
55,4.415875684239916,4.0641799584834954
56,3.9909765475387444,2.169333589156766
57,4.300649917564413,3.596587758609134
58,3.2893816261806834,4.428321691360319
59,2.2154727385880366,4.0049415246047655
60,3.895490229358444,5.0608097637260006
61,4.079645919619541,3.0399684399960822
62,2.292939749079432,3.372429282823042
63,3.7031240263576493,3.5124473021935696
64,2.985412687520493,3.063843323356529
65,2.5193970433292847,4.236963107457472
66,3.3930024686317712,4.115401600924506
67,2.628173374241123,3.452798290756442
68,2.932968532593888,3.6343201200193684
69,2.9145766336454417,3.6942005441942034
70,3.6925287380652967,3.445822472089229
71,3.6863185803619793,4.289271005301162
72,4.0947095711431425,2.976403286002617
73,4.161826922721527,3.582781275705422
74,2.8176176788116676,3.667350063137432
75,3.0356082461622096,4.003055904380505
76,2.759559791761457,5.066076010272541
77,3.8495876369251985,3.760954339101021
78,2.6086218453034755,3.56600199924188
79,3.0104959783472074,2.8165254911789392
80,4.052373003444648,3.3306636531312406
81,2.73924755599712,4.273769547124988
82,2.8337611230971116,2.7232358166723802
83,3.0329700984739807,3.4603502913141426
84,2.9263914643938596,4.201372715031018
85,3.654330304979697,5.883373156005981
86,4.583551595673811,3.4729915148285118
87,3.6532728496153144,4.377649948096458
88,3.0655596834802408,4.475679545970059
89,3.0691184479360034,3.190140465718457
90,3.94454132426171,2.3265946382300564
91,3.9581287234862153,3.9150406963380435
92,4.47228220830168,3.6047547510359803
93,4.433528713772538,4.14713073658394
94,4.427184173387006,2.5313744305169004
95,2.255932139802934,1.739451199125471
96,4.305672969884881,4.53628747162119
97,2.2235605844481396,3.430045678535981
98,3.1106321147981433,5.066426233666156
99,2.0848157240406717,4.468009300952759
100,3.2340223588999355,3.9713555408723615
101,3.750227782892929,2.7580674025983622
102,3.2155260960687757,3.426935725264362
103,3.9200198080688273,4.124201044611429
104,3.7828901997446143,2.263909552184683
105,3.7607338649763884,3.758468844669825
106,3.674825070551364,3.051421291734935
107,4.480459480752106,4.417848462471665
108,3.4784673459177116,3.6958797844848603
109,4.022377020540316,2.773880325751179
110,3.0034747547135643,3.1104317962705395
111,2.8517108547495025,4.936563241382675
112,4.049738913000903,1.7266969386524478
113,4.45461482304003,3.550584877680728
114,4.5208761328734814,3.542270825561807
115,4.379333245496941,4.652701996199847
116,3.8382831887816122,2.804346228585707
117,2.6540279021518645,4.54852743569115
118,3.1527648830538775,4.795787657972076
119,3.8584259035614403,4.022128468306573
120,3.473665802876788,4.810798960847906
121,5.09659108725835,4.1085169759013365
122,5.074781643969054,3.6169965666223525
123,2.4569645451098845,2.957697922245304
124,4.165651379027031,5.03726450562993
125,4.273215063178834,3.8162162579824126
126,4.493698349858735,2.6147738409849914
127,3.0992638281813756,4.087378408579583
128,3.416686294843143,2.5302665990578976
129,2.809987246022491,2.0850469725280196
130,3.1133564344398765,4.247302400717392
131,2.6580926276339683,3.4216337504402405
132,2.560592881152264,3.0175275986864123
133,3.4842185684551836,4.695836485552448
134,4.389650874639022,2.8907731520868514
135,3.9644211211451923,5.145124744548539
136,3.2466459687082265,2.1312734247524356
137,3.5993692406987776,3.7042297655534417
138,2.823171973418991,3.342897178238945
139,4.636508237091352,4.353849478096629
140,5.507164002494532,2.9668243693109275
141,4.088953285393818,3.1213851843748555
142,4.987649837225537,4.474011849808364
143,4.511392401049399,4.438694623411319
144,3.518260787051068,3.9696901169594914
145,3.172309557180158,3.0280695186577744
